Manufacturer,Type,Serial Number,Description,Measured Quantity,Nominal sensitivity,Actual sensitivity,Sensitivity unit,Offset,Electrical Unit,Polarity,Due for Calibration,Calibration valid for
PCB,Accelerometer,40086Z,356M163,Acceleration,10,10.11,mV/g,0,mV,+,22/06/2008,12
PCB,Accelerometer,40087X,356M163,Acceleration,10,10.27,mV/g,0,mV,+,30/01/2009,12
PCB,Accelerometer,40087Y,356M163,Acceleration,10,10.21,mV/g,0,mV,+,30/01/2009,12
PCB,Accelerometer,40087Z,356M163,Acceleration,10,10.13,mV/g,0,mV,+,30/01/2009,12
PCB,Accelerometer,65596Z,356M163,Acceleration,10,9.83,mV/g,0,mV,+,08/12/2007,12
PCB,Accelerometer,65597X,356M163,Acceleration,10,9.829721763,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,65597Y,356M163,Acceleration,10,9.686017874,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,65597Z,356M163,Acceleration,10,9.53104791,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,65598X,356M163,Acceleration,10,9.650486745,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,65598Y,356M163,Acceleration,10,9.799485372,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,65598Z,356M163,Acceleration,10,9.776781885,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,65599X,356M163,Acceleration,10,9.97,mV/g,0,mV,+,11/12/2007,12
PCB,Accelerometer,65599Y,356M163,Acceleration,10,9.81,mV/g,0,mV,+,11/12/2007,12
PCB,Accelerometer,65599Z,356M163,Acceleration,10,9.92,mV/g,0,mV,+,11/12/2007,12
PCB,Accelerometer,65600X,356M163,Acceleration,10,9.571723708,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,65600Y,356M163,Acceleration,10,9.78791631,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,65600Z,356M163,Acceleration,10,9.783701584,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,66389X,356M163,Acceleration,10,9.230358739,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,66389Y,356M163,Acceleration,10,9.617958179,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,66389Z,356M163,Acceleration,10,9.689629761,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,66391X,356M163,Acceleration,10,9.654677945,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,66391Y,356M163,Acceleration,10,10.05201968,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,66391Z,356M163,Acceleration,10,9.323218157,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,66394X,356M163,Acceleration,10,9.882639869,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,66394Y,356M163,Acceleration,10,9.941899279,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,66394Z,356M163,Acceleration,10,9.694714428,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,66395X,356M163,Acceleration,10,9.950023051,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,66395Y,356M163,Acceleration,10,9.771323131,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,66395Z,356M163,Acceleration,10,9.925498488,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,75491X,356M163,Acceleration,10,10.34301912,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,75491Y,356M163,Acceleration,10,10.5297268,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,75491Z,356M163,Acceleration,10,10.36729138,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,75492X,356M163,Acceleration,10,10.13754865,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,75492Y,356M163,Acceleration,10,10.38713095,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,75492Z,356M163,Acceleration,10,10.42312408,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,75493X,356M163,Acceleration,10,10.22636273,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,75493Y,356M163,Acceleration,10,10.26569682,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,75493Z,356M163,Acceleration,10,10.01141291,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,75494X,356M163,Acceleration,10,9.73109844,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,75494Y,356M163,Acceleration,10,10.49829381,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,75494Z,356M163,Acceleration,10,10.49464934,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,75495X,356M163,Acceleration,10,9.936999633,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,75495Y,356M163,Acceleration,10,10.19969898,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,75495Z,356M163,Acceleration,10,10.12311624,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,76046X,356M163,Acceleration,10,10.11111974,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,76046Y,356M163,Acceleration,10,9.964185597,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,76046Z,356M163,Acceleration,10,9.979378533,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,76048X,356M163,Acceleration,10,0.596032069,mV/g,0,mV,+,25/02/2016,12
PCB,Accelerometer,76048Y,356M163,Acceleration,10,0.441438804,mV/g,0,mV,+,25/02/2016,12
PCB,Accelerometer,76048Z,356M163,Acceleration,10,9.817899666,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,76049X,356M163,Acceleration,10,9.89916323,mV/g,0,mV,+,06/09/2012,12
PCB,Accelerometer,76049Y,356M163,Acceleration,10,9.930475632,mV/g,0,mV,+,06/09/2012,12
PCB,Accelerometer,76049Z,356M163,Acceleration,10,10.13299831,mV/g,0,mV,+,06/09/2012,12
PCB,Accelerometer,77883X,356M163,Acceleration,10,9.9763521,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,77883Y,356M163,Acceleration,10,9.924565359,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,77883Z,356M163,Acceleration,10,10.01266733,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,77884X,356M163,Acceleration,10,9.716908845,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,77884Y,356M163,Acceleration,10,9.68465801,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,77884Z,356M163,Acceleration,10,9.970699254,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,77885X,356M163,Acceleration,10,9.92,mV/g,0,mV,+,30/01/2009,12
PCB,Accelerometer,77885Y,356M163,Acceleration,10,9.96,mV/g,0,mV,+,30/01/2009,12
PCB,Accelerometer,77885Z,356M163,Acceleration,10,9.95,mV/g,0,mV,+,30/01/2009,12
PCB,Accelerometer,77886X,356M163,Acceleration,10,10.17876314,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,77886Y,356M163,Acceleration,10,9.81459443,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,77886Z,356M163,Acceleration,10,17.45475285,mV/g,0,mV,+,21/05/2016,12
PCB,Accelerometer,77887X,356M163,Acceleration,10,9.671330571,mV/g,0,mV,+,22/05/2016,12
PCB,Accelerometer,77887Y,356M163,Acceleration,10,9.800275425,mV/g,0,mV,+,22/05/2016,12
PCB,Accelerometer,77887Z,356M163,Acceleration,10,9.818862813,mV/g,0,mV,+,22/05/2016,12
PCB,Accelerometer,78616X,356M163,Acceleration,10,10.15210747,mV/g,0,mV,+,19/02/2015,12
PCB,Accelerometer,78616Y,356M163,Acceleration,10,9.796445107,mV/g,0,mV,+,19/02/2015,12
PCB,Accelerometer,78616Z,356M163,Acceleration,10,9.604689683,mV/g,0,mV,+,19/02/2015,12
PCB,Accelerometer,78618X,356M163,Acceleration,10,9.921668929,mV/g,0,mV,+,13/02/2015,12
PCB,Accelerometer,78618Y,356M163,Acceleration,10,9.839289165,mV/g,0,mV,+,13/02/2015,12
PCB,Accelerometer,78618Z,356M163,Acceleration,10,9.811321774,mV/g,0,mV,+,13/02/2015,12
PCB,Accelerometer,78619X,356M163,Acceleration,10,10.05,mV/g,0,mV,+,30/01/2009,12
PCB,Accelerometer,78619Y,356M163,Acceleration,10,10.15,mV/g,0,mV,+,30/01/2009,12
PCB,Accelerometer,78619Z,356M163,Acceleration,10,10.09,mV/g,0,mV,+,30/01/2009,12
PCB,Accelerometer,78620X,356M163,Acceleration,10,9.704401035,mV/g,0,mV,+,22/05/2016,12
PCB,Accelerometer,78620Y,356M163,Acceleration,10,9.868370194,mV/g,0,mV,+,22/05/2016,12
PCB,Accelerometer,78620Z,356M163,Acceleration,10,9.940033645,mV/g,0,mV,+,22/05/2016,12
PCB,Accelerometer,78621X,356M163,Acceleration,10,9.797226131,mV/g,0,mV,+,13/02/2015,12
PCB,Accelerometer,78621Y,356M163,Acceleration,10,9.787037128,mV/g,0,mV,+,13/02/2015,12
PCB,Accelerometer,78621Z,356M163,Acceleration,10,9.646803079,mV/g,0,mV,+,13/02/2015,12
PCB,Accelerometer,78622X,356M163,Acceleration,10,9.974629854,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,78622Y,356M163,Acceleration,10,9.630111571,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,78622Z,356M163,Acceleration,10,9.546968493,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,78623X,356M163,Acceleration,10,9.755778218,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,78623Y,356M163,Acceleration,10,9.694069587,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,78623Z,356M163,Acceleration,10,9.648842447,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,78624X,356M163,Acceleration,10,9.729090544,mV/g,0,mV,+,14/02/2015,12
PCB,Accelerometer,78624Y,356M163,Acceleration,10,9.879470458,mV/g,0,mV,+,14/02/2015,12
PCB,Accelerometer,78624Z,356M163,Acceleration,10,10.53962997,mV/g,0,mV,+,14/02/2015,12
PCB,Accelerometer,78626X,356M163,Acceleration,10,9.756245639,mV/g,0,mV,+,14/02/2015,12
PCB,Accelerometer,78626Y,356M163,Acceleration,10,9.76873732,mV/g,0,mV,+,14/02/2015,12
PCB,Accelerometer,78626Z,356M163,Acceleration,10,9.842963959,mV/g,0,mV,+,14/02/2015,12
PCB,Accelerometer,78627X,356M163,Acceleration,10,10.41359464,mV/g,0,mV,+,08/08/2012,12
PCB,Accelerometer,78627Y,356M163,Acceleration,10,9.900815001,mV/g,0,mV,+,08/08/2012,12
PCB,Accelerometer,78627Z,356M163,Acceleration,10,9.683340053,mV/g,0,mV,+,08/08/2012,12
PCB,Accelerometer,78628X,356M163,Acceleration,10,9.824055432,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,78628Y,356M163,Acceleration,10,9.611243022,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,78628Z,356M163,Acceleration,10,9.580097493,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,80023X,356M163,Acceleration,10,10.07691939,mV/g,0,mV,+,19/02/2015,12
PCB,Accelerometer,80023Y,356M163,Acceleration,10,9.776432491,mV/g,0,mV,+,19/02/2015,12
PCB,Accelerometer,80023Z,356M163,Acceleration,10,9.963303817,mV/g,0,mV,+,19/02/2015,12
PCB,Accelerometer,80024X,356M163,Acceleration,10,9.727251282,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,80024Y,356M163,Acceleration,10,9.647326847,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,80024Z,356M163,Acceleration,10,10.45153372,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,80025X,356M163,Acceleration,10,9.888012992,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,80025Y,356M163,Acceleration,10,10.45230511,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,80025Z,356M163,Acceleration,10,9.679093308,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,80026X,356M163,Acceleration,10,9.965416293,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,80026Y,356M163,Acceleration,10,10.06153612,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,80026Z,356M163,Acceleration,10,10.2590898,mV/g,0,mV,+,11/06/2016,12
PCB,Accelerometer,80027X,356M163,Acceleration,10,9.753891945,mV/g,0,mV,+,22/05/2016,12
PCB,Accelerometer,80027Y,356M163,Acceleration,10,9.666694522,mV/g,0,mV,+,22/05/2016,12
PCB,Accelerometer,80027Z,356M163,Acceleration,10,9.853589824,mV/g,0,mV,+,22/05/2016,12
PCB,Accelerometer,80028X,356M163,Acceleration,10,9.939176036,mV/g,0,mV,+,10/06/2016,12
PCB,Accelerometer,80028Y,356M163,Acceleration,10,9.748053967,mV/g,0,mV,+,10/06/2016,12
PCB,Accelerometer,80028Z,356M163,Acceleration,10,9.850148463,mV/g,0,mV,+,10/06/2016,12
PCB,Accelerometer,80029X,356M163,Acceleration,10,9.888228331,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80029Y,356M163,Acceleration,10,9.884443936,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80029Z,356M163,Acceleration,10,9.73626021,mV/g,0,mV,+,30/10/2015,12
PCB,Accelerometer,80030X,356M163,Acceleration,10,9.860523804,mV/g,0,mV,+,22/05/2016,12
PCB,Accelerometer,80030Y,356M163,Acceleration,10,9.621660451,mV/g,0,mV,+,22/05/2016,12
PCB,Accelerometer,80030Z,356M163,Acceleration,10,10.02206714,mV/g,0,mV,+,22/05/2016,12
PCB,Accelerometer,80031X,356M163,Acceleration,10,9.835086642,mV/g,0,mV,+,22/05/2016,12
PCB,Accelerometer,80031Y,356M163,Acceleration,10,9.833868431,mV/g,0,mV,+,22/05/2016,12
PCB,Accelerometer,80031Z,356M163,Acceleration,10,9.770078972,mV/g,0,mV,+,22/05/2016,12
PCB,Accelerometer,80034X,356M163,Acceleration,10,10.44094971,mV/g,0,mV,+,26/05/2016,12
PCB,Accelerometer,80034Y,356M163,Acceleration,10,9.782731069,mV/g,0,mV,+,26/05/2016,12
PCB,Accelerometer,80034Z,356M163,Acceleration,10,9.685576899,mV/g,0,mV,+,26/05/2016,12
PCB,Accelerometer,80035X,356M163,Acceleration,10,10.06942783,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,80035Y,356M163,Acceleration,10,10.40971488,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,80035Z,356M163,Acceleration,10,9.754055105,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,80037X,356M163,Acceleration,10,9.654888772,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80037Y,356M163,Acceleration,10,9.652866788,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80037Z,356M163,Acceleration,10,9.632077996,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80038X,356M163,Acceleration,10,10.31997832,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,80038Y,356M163,Acceleration,10,9.772583096,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,80038Z,356M163,Acceleration,10,9.614955962,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,80040X,356M163,Acceleration,10,10.2563123,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80040Y,356M163,Acceleration,10,9.811243119,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80040Z,356M163,Acceleration,10,10.31700876,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80041X,356M163,Acceleration,10,9.76915559,mV/g,0,mV,+,12/03/2013,12
PCB,Accelerometer,80041Y,356M163,Acceleration,10,10.39238483,mV/g,0,mV,+,12/03/2013,12
PCB,Accelerometer,80041Z,356M163,Acceleration,10,9.898666921,mV/g,0,mV,+,12/03/2013,12
PCB,Accelerometer,80042X,356M163,Acceleration,10,9.795792817,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80042Y,356M163,Acceleration,10,10.23054874,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80042Z,356M163,Acceleration,10,9.835428748,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80043X,356M163,Acceleration,10,9.836778549,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,80043Y,356M163,Acceleration,10,10.2916618,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,80043Z,356M163,Acceleration,10,9.719317383,mV/g,0,mV,+,15/07/2016,12
PCB,Accelerometer,80044X,356M163,Acceleration,10,9.720831874,mV/g,0,mV,+,13/03/2013,12
PCB,Accelerometer,80044Y,356M163,Acceleration,10,9.564157588,mV/g,0,mV,+,13/03/2013,12
PCB,Accelerometer,80044Z,356M163,Acceleration,10,9.668336409,mV/g,0,mV,+,13/03/2013,12
PCB,Accelerometer,80045X,356M163,Acceleration,10,9.801660506,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80045Y,356M163,Acceleration,10,9.61150049,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80045Z,356M163,Acceleration,10,9.704678051,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80046X,356M163,Acceleration,10,10.42075135,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80046Y,356M163,Acceleration,10,9.701540364,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80046Z,356M163,Acceleration,10,10.03980151,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80047X,356M163,Acceleration,10,10.05389883,mV/g,0,mV,+,06/07/2016,12
PCB,Accelerometer,80047Y,356M163,Acceleration,10,9.828776883,mV/g,0,mV,+,06/07/2016,12
PCB,Accelerometer,80047Z,356M163,Acceleration,10,9.767755584,mV/g,0,mV,+,06/07/2016,12
PCB,Accelerometer,80048X,356M163,Acceleration,10,9.789156035,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,80048Y,356M163,Acceleration,10,9.722093404,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,80048Z,356M163,Acceleration,10,9.492565506,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,80049X,356M163,Acceleration,10,9.660768033,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,80049Y,356M163,Acceleration,10,9.627270904,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,80049Z,356M163,Acceleration,10,9.826999794,mV/g,0,mV,+,21/05/2015,12
PCB,Accelerometer,80050X,356M163,Acceleration,10,10.06435279,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80050Y,356M163,Acceleration,10,10.24075271,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80050Z,356M163,Acceleration,10,9.46538734,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80051X,356M163,Acceleration,10,9.535135623,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80051Y,356M163,Acceleration,10,9.717533309,mV/g,0,mV,+,26/02/2016,12
PCB,Accelerometer,80051Z,356M163,Acceleration,10,9.589727905,mV/g,0,mV,+,20/05/2015,12
PCB,Accelerometer,80052X,356M163,Acceleration,10,9.600479994,mV/g,0,mV,+,10/06/2016,12
PCB,Accelerometer,80052Y,356M163,Acceleration,10,9.116326021,mV/g,0,mV,+,10/06/2016,12
PCB,Accelerometer,80052Z,356M163,Acceleration,10,9.912096232,mV/g,0,mV,+,10/06/2016,12
PCB,Accelerometer,80053X,356M163,Acceleration,10,9.786563898,mV/g,0,mV,+,17/02/2015,12
PCB,Accelerometer,80053Y,356M163,Acceleration,10,9.767233855,mV/g,0,mV,+,17/02/2015,12
PCB,Accelerometer,80053Z,356M163,Acceleration,10,9.924745306,mV/g,0,mV,+,17/02/2015,12
PCB,Accelerometer,80054X,356M163,Acceleration,10,9.879970625,mV/g,0,mV,+,13/03/2013,12
PCB,Accelerometer,80054Y,356M163,Acceleration,10,9.348996247,mV/g,0,mV,+,13/03/2013,12
PCB,Accelerometer,80054Z,356M163,Acceleration,10,10.36611723,mV/g,0,mV,+,13/03/2013,12
PCB,Accelerometer,80055X,356M163,Acceleration,10,9.95222685,mV/g,0,mV,+,30/05/2014,12
PCB,Accelerometer,80055Y,356M163,Acceleration,10,9.692906148,mV/g,0,mV,+,30/05/2014,12
PCB,Accelerometer,80055Z,356M163,Acceleration,10,9.810242992,mV/g,0,mV,+,30/05/2014,12
PCB,Accelerometer,80056X,356M163,Acceleration,10,9.95325182,mV/g,0,mV,+,31/05/2014,12
PCB,Accelerometer,80056Y,356M163,Acceleration,10,9.828780854,mV/g,0,mV,+,31/05/2014,12
PCB,Accelerometer,80056Z,356M163,Acceleration,10,9.790440443,mV/g,0,mV,+,31/05/2014,12
PCB,Accelerometer,80057X,356M163,Acceleration,10,9.876028635,mV/g,0,mV,+,13/03/2013,12
PCB,Accelerometer,80057Y,356M163,Acceleration,10,9.76607866,mV/g,0,mV,+,13/03/2013,12
PCB,Accelerometer,80057Z,356M163,Acceleration,10,10.2411004,mV/g,0,mV,+,13/03/2013,12
PCB,Accelerometer,80058X,356M163,Acceleration,10,9.689708471,mV/g,0,mV,+,17/02/2015,12
PCB,Accelerometer,80058Y,356M163,Acceleration,10,9.074771562,mV/g,0,mV,+,17/02/2015,12
PCB,Accelerometer,80058Z,356M163,Acceleration,10,10.50902304,mV/g,0,mV,+,17/02/2015,12
PCB,Accelerometer,80059X,356M163,Acceleration,10,9.829356882,mV/g,0,mV,+,12/03/2013,12
PCB,Accelerometer,80059Y,356M163,Acceleration,10,9.659500622,mV/g,0,mV,+,12/03/2013,12
PCB,Accelerometer,80059Z,356M163,Acceleration,10,10.04079784,mV/g,0,mV,+,12/03/2013,12
PCB,Accelerometer,80060X,356M163,Acceleration,10,10.19,mV/g,0,mV,+,24/03/2009,12
PCB,Accelerometer,80060Y,356M163,Acceleration,10,10.13,mV/g,0,mV,+,24/03/2009,12
PCB,Accelerometer,80060Z,356M163,Acceleration,10,9.93,mV/g,0,mV,+,24/03/2009,12
PCB,Accelerometer,80061X,356M163,Acceleration,10,10.02685319,mV/g,0,mV,+,26/04/2014,12
PCB,Accelerometer,80061Y,356M163,Acceleration,10,9.894066566,mV/g,0,mV,+,26/04/2014,12
PCB,Accelerometer,80061Z,356M163,Acceleration,10,9.833269467,mV/g,0,mV,+,26/04/2014,12
PCB,Accelerometer,80062X,356M163,Acceleration,10,9.714145603,mV/g,0,mV,+,13/03/2013,12
PCB,Accelerometer,80062Y,356M163,Acceleration,10,9.124574309,mV/g,0,mV,+,13/03/2013,12
PCB,Accelerometer,80062Z,356M163,Acceleration,10,9.740847274,mV/g,0,mV,+,13/03/2013,12
PCB,Accelerometer,80063X,356M163,Acceleration,10,10.10055878,mV/g,0,mV,+,20/02/2015,12
PCB,Accelerometer,80063Y,356M163,Acceleration,10,9.858899001,mV/g,0,mV,+,20/02/2015,12
PCB,Accelerometer,80063Z,356M163,Acceleration,10,9.744703872,mV/g,0,mV,+,20/02/2015,12
PCB,Accelerometer,80064X,356M163,Acceleration,10,9.799638748,mV/g,0,mV,+,13/03/2013,12
PCB,Accelerometer,80064Y,356M163,Acceleration,10,9.501732133,mV/g,0,mV,+,13/03/2013,12
PCB,Accelerometer,80064Z,356M163,Acceleration,10,10.13593283,mV/g,0,mV,+,13/03/2013,12
PCB,Accelerometer,80065X,356M163,Acceleration,10,9.650643198,mV/g,0,mV,+,07/09/2012,12
PCB,Accelerometer,80065Y,356M163,Acceleration,10,10.40008941,mV/g,0,mV,+,07/09/2012,12
PCB,Accelerometer,80065Z,356M163,Acceleration,10,9.96350353,mV/g,0,mV,+,07/09/2012,12
PCB,Accelerometer,80066X,356M163,Acceleration,10,9.673965656,mV/g,0,mV,+,06/10/2012,12
PCB,Accelerometer,80066Y,356M163,Acceleration,10,9.97287513,mV/g,0,mV,+,06/10/2012,12
PCB,Accelerometer,80066Z,356M163,Acceleration,10,9.824443736,mV/g,0,mV,+,06/10/2012,12
PCB,Accelerometer,80067X,356M163,Acceleration,10,9.743970251,mV/g,0,mV,+,06/10/2012,12
PCB,Accelerometer,80067Y,356M163,Acceleration,10,9.734024647,mV/g,0,mV,+,06/10/2012,12
PCB,Accelerometer,80067Z,356M163,Acceleration,10,10.39391336,mV/g,0,mV,+,06/10/2012,12
PCB,Accelerometer,80068X,356M163,Acceleration,10,9.843561125,mV/g,0,mV,+,14/05/2015,12
PCB,Accelerometer,80068Y,356M163,Acceleration,10,9.567314463,mV/g,0,mV,+,14/05/2015,12
PCB,Accelerometer,80068Z,356M163,Acceleration,10,9.93581887,mV/g,0,mV,+,14/05/2015,12
PCB,Accelerometer,80069X,356M163,Acceleration,10,9.400544574,mV/g,0,mV,+,31/05/2014,12
PCB,Accelerometer,80069Y,356M163,Acceleration,10,9.953583219,mV/g,0,mV,+,31/05/2014,12
PCB,Accelerometer,80069Z,356M163,Acceleration,10,9.870856089,mV/g,0,mV,+,31/05/2014,12
PCB,Accelerometer,80070X,356M163,Acceleration,10,9.59230017,mV/g,0,mV,+,29/05/2014,12
PCB,Accelerometer,80070Y,356M163,Acceleration,10,10.08396314,mV/g,0,mV,+,29/05/2014,12
PCB,Accelerometer,80070Z,356M163,Acceleration,10,10.09741802,mV/g,0,mV,+,29/05/2014,12
PCB,Accelerometer,80071X,356M163,Acceleration,10,9.816673502,mV/g,0,mV,+,30/05/2014,12
PCB,Accelerometer,80071Y,356M163,Acceleration,10,9.6519465,mV/g,0,mV,+,30/05/2014,12
PCB,Accelerometer,80071Z,356M163,Acceleration,10,9.743707303,mV/g,0,mV,+,30/05/2014,12
PCB,Accelerometer,80750X,356M163,Acceleration,10,10.06364314,mV/g,0,mV,+,06/09/2012,12
PCB,Accelerometer,80750Y,356M163,Acceleration,10,9.973265057,mV/g,0,mV,+,06/09/2012,12
PCB,Accelerometer,80750Z,356M163,Acceleration,10,9.746143132,mV/g,0,mV,+,06/09/2012,12
PCB,Accelerometer,80751X,356M163,Acceleration,10,9.907923319,mV/g,0,mV,+,31/05/2014,12
PCB,Accelerometer,80751Y,356M163,Acceleration,10,9.827640498,mV/g,0,mV,+,31/05/2014,12
PCB,Accelerometer,80751Z,356M163,Acceleration,10,10.12906791,mV/g,0,mV,+,31/05/2014,12
PCB,Accelerometer,80752X,356M163,Acceleration,10,9.964693902,mV/g,0,mV,+,31/05/2014,12
PCB,Accelerometer,80752Y,356M163,Acceleration,10,10.13268162,mV/g,0,mV,+,31/05/2014,12
PCB,Accelerometer,80752Z,356M163,Acceleration,10,9.808841834,mV/g,0,mV,+,31/05/2014,12
PCB,Accelerometer,80753X,356M163,Acceleration,10,10.10318163,mV/g,0,mV,+,30/05/2014,12
PCB,Accelerometer,80753Y,356M163,Acceleration,10,10.26126759,mV/g,0,mV,+,30/05/2014,12
PCB,Accelerometer,80753Z,356M163,Acceleration,10,9.895952824,mV/g,0,mV,+,30/05/2014,12
PCB,Accelerometer,80754X,356M163,Acceleration,10,10.12197715,mV/g,0,mV,+,06/10/2012,12
PCB,Accelerometer,80754Y,356M163,Acceleration,10,9.94767639,mV/g,0,mV,+,06/10/2012,12
PCB,Accelerometer,80754Z,356M163,Acceleration,10,10.15041836,mV/g,0,mV,+,06/10/2012,12
PCB,Accelerometer,80806X,356M163,Acceleration,10,9.928603283,mV/g,0,mV,+,31/05/2014,12
PCB,Accelerometer,80806Y,356M163,Acceleration,10,9.995916316,mV/g,0,mV,+,31/05/2014,12
PCB,Accelerometer,80806Z,356M163,Acceleration,10,9.960155013,mV/g,0,mV,+,31/05/2014,12
PCB,Accelerometer,80807X,356M163,Acceleration,10,9.795101825,mV/g,0,mV,+,05/10/2012,12
